Temperature,Humidity,Moisture,Soil_pH,Electrical_Conductivity,Organic_Carbon,Nitrogen,Phosphorus,Potassium,Sulfur,Zinc,Iron,Soil_Type,Crop_Type,Soil_Health_Score,Soil_Health_Category,Recommended_Fertilizer,Fertilizer_Amount_kg_per_acre,Recommendation_Reason
32.1,89.41,16,8.05,2.85,0.2,140,18,108,22.25,0.82,4.27,Silty,Sugarcane,54,Poor,Urea,150,Improve deficient nutrients.
28.38,78.87,40,7.17,1.02,0.87,225,26,149,21.62,2.25,7.14,Loamy,Maize,73,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
25.69,30.69,50,6.22,0.67,1.02,289,59,226,10.11,0.92,4.41,Silty,Maize,90,Excellent,Compost,500,Maintain soil organic matter.
29.63,34.97,41,6.73,1.17,0.75,265,27,193,21.34,1.89,7.01,Black,Tomato,67,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
21.09,88.69,44,5.81,1.29,0.79,252,24,130,28.75,1.75,7.43,Black,Wheat,66,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
23.22,48.82,58,7.11,0.74,0.86,321,45,231,21.03,1.04,4.87,Sandy,Groundnut,84,Excellent,Compost,500,Maintain soil organic matter.
37.93,61.18,29,5.17,2.9,0.47,155,5,61,10.2,0.57,9.36,Red,Rice,28,Poor,Vermicompost,150,Improve deficient nutrients.
38.82,89.17,47,6.73,1.43,0.83,298,34,211,25.21,1.35,7.27,Silty,Wheat,76,Healthy,DAP,100,Correct moderate nutrient imbalance.
37.96,46.35,48,7.73,1.48,0.86,274,28,193,15.03,2.14,2.52,Loamy,Sugarcane,60,Healthy,DAP,100,Correct moderate nutrient imbalance.
39.8,89.1,29,8.65,2.35,0.25,120,8,101,12.02,0.62,3.44,Loamy,Maize,59,Poor,MOP,150,Improve deficient nutrients.
35.88,68.34,65,6.34,0.52,1.17,330,43,306,18.1,2.37,5.29,Silty,Maize,81,Excellent,Compost,500,Maintain soil organic matter.
18.27,82.7,57,6.36,0.48,1.2,294,56,255,11.16,0.46,4.78,Clay,Tomato,83,Excellent,Compost,500,Maintain soil organic matter.
20.81,57.11,51,7.65,1.25,0.6,213,34,142,27.35,1.52,7.9,Laterite,Potato,74,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
32.44,68.9,21,8.79,2.1,0.15,71,17,86,24.86,1.64,3.46,Black,Rice,45,Poor,MOP,150,Improve deficient nutrients.
26.97,69.63,18,5.04,2.06,0.13,137,7,76,9.5,0.39,6.69,Sandy,Wheat,43,Poor,NPK 10-26-26,150,Improve deficient nutrients.
35.97,55.91,67,6.27,0.84,1.27,321,52,254,24.37,0.91,5.97,Sandy,Wheat,100,Excellent,Compost,500,Maintain soil organic matter.
39.96,41.49,29,4.97,2.99,0.26,170,8,78,27.41,0.83,6.26,Sandy,Soybean,45,Poor,NPK 10-26-26,150,Improve deficient nutrients.
30.69,35.59,46,6.83,0.81,0.77,262,30,121,24.4,2.39,5.44,Silty,Wheat,76,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
19.95,66.23,25,5.17,2.36,0.13,85,7,46,19.12,0.6,7.89,Loamy,Millet,31,Poor,Vermicompost,150,Improve deficient nutrients.
23.45,90.09,48,7.01,0.95,1.04,357,56,202,20.43,2.08,9.31,Laterite,Maize,81,Excellent,Compost,500,Maintain soil organic matter.
20.19,34.36,36,8.9,2.67,0.21,53,13,117,26.39,1.67,4.61,Loamy,Wheat,44,Poor,NPK 10-26-26,150,Improve deficient nutrients.
32.77,83.84,56,6.4,0.73,1.08,357,28,198,17.67,0.9,5.08,Black,Soybean,81,Excellent,Compost,500,Maintain soil organic matter.
20.91,64.3,64,6.23,0.49,1.35,397,39,184,10.5,1.18,8.84,Sandy,Cotton,98,Excellent,Compost,500,Maintain soil organic matter.
25.48,61.57,51,6.84,0.44,1.09,341,42,253,17.55,0.34,9.12,Loamy,Wheat,97,Excellent,Compost,500,Maintain soil organic matter.
23.59,88.39,50,6.37,0.33,0.95,316,45,218,18.35,1.65,7.09,Loamy,Maize,98,Excellent,Compost,500,Maintain soil organic matter.
28.94,30.47,61,6.92,0.58,1.39,287,45,255,21.54,1.36,4.19,Laterite,Rice,100,Excellent,Compost,500,Maintain soil organic matter.
33.16,37.98,50,6.97,1.18,0.52,260,26,134,9.89,2.13,6.44,Red,Wheat,76,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
24.37,62.02,43,6.22,0.96,0.76,299,31,156,20.99,1.63,9.53,Silty,Rice,65,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
37.38,46.2,24,8.9,2.9,0.41,102,14,61,29.25,1.95,6.68,Laterite,Cotton,39,Poor,Urea,150,Improve deficient nutrients.
28.67,72.55,44,7.3,1.32,0.84,237,34,134,16.74,1.53,5.64,Black,Sugarcane,78,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
33.6,91.67,37,6.05,0.69,0.85,181,35,200,9.28,2.36,2.44,Red,Potato,65,Healthy,DAP,100,Correct moderate nutrient imbalance.
19.32,93.84,36,6.96,0.88,0.81,291,22,138,26.29,2.3,7.36,Black,Maize,75,Healthy,DAP,100,Correct moderate nutrient imbalance.
32.22,72.56,38,7.77,1.04,0.62,244,18,156,14.55,0.55,3.22,Laterite,Wheat,63,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
32.21,49.33,28,5.06,2.37,0.45,159,10,65,20.05,2.15,2.91,Sandy,Soybean,25,Poor,NPK 10-26-26,150,Improve deficient nutrients.
27.09,56.05,25,8.77,2.55,0.17,156,10,104,25.33,1.96,8.49,Red,Cotton,54,Poor,NPK 10-26-26,150,Improve deficient nutrients.
27.76,45.51,58,6.49,0.31,1.19,289,35,292,23.63,0.63,8.04,Silty,Potato,83,Excellent,Compost,500,Maintain soil organic matter.
27.95,71.12,22,4.58,2.61,0.42,77,18,103,22.93,2.46,9.55,Laterite,Cotton,42,Poor,DAP,150,Improve deficient nutrients.
39.51,87.96,39,8.65,1.73,0.34,72,11,106,5.77,2.4,7.98,Silty,Potato,45,Poor,Urea,150,Improve deficient nutrients.
19.01,77.18,57,6.8,0.98,0.87,281,35,180,9.76,0.38,3.17,Black,Millet,77,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
38.69,52.19,23,4.78,2.72,0.35,61,10,54,24.05,0.72,8.88,Loamy,Soybean,39,Poor,Vermicompost,150,Improve deficient nutrients.
22.21,71.28,66,6.55,0.54,1.32,301,49,249,21.63,2.17,8.28,Black,Groundnut,84,Excellent,Compost,500,Maintain soil organic matter.
21.44,93.92,29,5.46,1.99,0.46,102,17,82,15.36,2.42,2.05,Silty,Cotton,23,Poor,MOP,150,Improve deficient nutrients.
19.61,46.3,29,8.57,2.03,0.11,127,8,98,26.03,0.22,3.77,Sandy,Maize,35,Poor,NPK 10-26-26,150,Improve deficient nutrients.
19.64,89.03,56,5.82,0.88,0.78,187,34,156,13.25,1.62,2.92,Loamy,Soybean,66,Healthy,DAP,100,Correct moderate nutrient imbalance.
31.47,50.87,57,7.1,0.27,1.09,344,40,276,11.99,2.43,5.18,Clay,Groundnut,85,Excellent,Compost,500,Maintain soil organic matter.
37.21,85.86,56,7.2,0.62,0.83,326,38,249,8.1,0.7,6.46,Laterite,Cotton,83,Excellent,Compost,500,Maintain soil organic matter.
29.25,84.7,42,7.16,1.13,0.78,217,27,141,29.52,1.68,7.81,Clay,Maize,68,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
19.01,93.03,49,6.77,0.63,1.16,380,48,195,29.52,1.06,2.26,Red,Soybean,97,Excellent,Compost,500,Maintain soil organic matter.
29.57,32.84,52,7.62,1.21,0.84,222,25,150,21.74,0.21,6.37,Black,Groundnut,65,Healthy,DAP,100,Correct moderate nutrient imbalance.
24.14,39.68,33,5.13,2.89,0.28,118,13,52,29.95,0.42,9.79,Black,Sugarcane,34,Poor,DAP,150,Improve deficient nutrients.
26.02,49.52,30,8.04,2.69,0.14,49,6,118,11.24,2.47,9.48,Black,Wheat,26,Poor,Vermicompost,150,Improve deficient nutrients.
22.36,79.27,48,5.94,1.46,0.88,222,19,134,9.75,0.86,8.8,Sandy,Millet,76,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
33.22,53.96,44,6.83,0.64,0.68,264,31,162,23.5,1.73,9.73,Loamy,Soybean,73,Healthy,DAP,100,Correct moderate nutrient imbalance.
18.36,94.22,40,4.92,2.71,0.17,156,11,47,9.4,0.35,3.69,Black,Potato,32,Poor,MOP,150,Improve deficient nutrients.
39.88,93.66,36,6.54,0.59,0.85,248,17,212,19.85,1.45,4.85,Loamy,Tomato,68,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
31.01,84.81,57,7.11,0.62,0.53,187,32,123,27.4,0.51,2.08,Black,Potato,68,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
35.79,57.21,48,7.13,0.71,0.88,218,30,184,12.81,0.86,2.14,Sandy,Wheat,66,Healthy,DAP,100,Correct moderate nutrient imbalance.
19.87,34.88,57,6.26,0.62,1.02,324,57,312,16.31,0.73,4.53,Loamy,Millet,85,Excellent,Compost,500,Maintain soil organic matter.
32.8,76.49,21,5.48,2.65,0.31,52,13,104,11.0,2.14,5.29,Sandy,Cotton,53,Poor,NPK 10-26-26,150,Improve deficient nutrients.
31.67,94.28,40,5.18,2.91,0.27,156,11,68,27.1,2.17,6.04,Silty,Maize,49,Poor,Urea,150,Improve deficient nutrients.
31.73,73.29,47,7.32,0.7,0.69,289,19,182,24.25,0.54,7.38,Red,Tomato,60,Healthy,DAP,100,Correct moderate nutrient imbalance.
20.11,91.82,26,5.33,2.61,0.2,64,16,53,10.08,2.18,2.11,Silty,Millet,39,Poor,DAP,150,Improve deficient nutrients.
20.64,64.91,65,6.85,0.43,1.15,397,34,266,19.03,1.49,4.06,Silty,Rice,95,Excellent,Compost,500,Maintain soil organic matter.
31.85,64.24,28,4.98,2.35,0.14,55,8,80,26.64,1.8,3.74,Silty,Wheat,42,Poor,Urea,150,Improve deficient nutrients.
21.04,62.61,62,6.83,0.27,1.34,361,60,230,11.76,0.28,5.1,Red,Wheat,89,Excellent,Compost,500,Maintain soil organic matter.
33.57,71.73,40,7.24,0.75,0.82,207,22,186,20.91,1.94,2.1,Loamy,Rice,65,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
32.66,33.07,47,7.16,0.42,1.39,329,34,276,22.73,1.53,3.37,Silty,Maize,100,Excellent,Compost,500,Maintain soil organic matter.
24.44,31.86,49,6.39,0.34,1.13,299,60,190,17.14,2.03,6.58,Laterite,Millet,83,Excellent,Compost,500,Maintain soil organic matter.
27.45,64.85,20,8.28,2.09,0.46,66,12,101,19.53,1.28,9.3,Red,Soybean,30,Poor,MOP,150,Improve deficient nutrients.
20.68,46.22,54,6.39,0.62,0.97,291,38,234,14.24,0.72,3.05,Sandy,Soybean,92,Excellent,Compost,500,Maintain soil organic matter.
33.36,42.4,49,6.11,0.51,0.76,297,32,151,15.59,1.24,9.02,Silty,Groundnut,67,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
39.45,66.79,31,5.34,2.9,0.48,61,18,65,25.09,0.75,9.96,Silty,Millet,43,Poor,MOP,150,Improve deficient nutrients.
33.91,67.07,40,6.21,1.34,0.68,232,28,133,22.54,2.39,3.26,Red,Wheat,64,Healthy,DAP,100,Correct moderate nutrient imbalance.
27.23,63.22,31,8.72,1.63,0.3,140,14,74,21.06,2.32,7.18,Laterite,Sugarcane,44,Poor,NPK 10-26-26,150,Improve deficient nutrients.
25.87,53.08,37,4.52,1.88,0.26,139,11,41,21.14,0.61,2.91,Clay,Millet,59,Poor,Vermicompost,150,Improve deficient nutrients.
38.59,31.77,25,8.88,1.59,0.49,87,5,120,23.94,0.87,9.57,Laterite,Maize,34,Poor,MOP,150,Improve deficient nutrients.
22.77,32.07,61,6.83,0.62,1.47,316,33,278,12.76,0.71,8.93,Black,Cotton,92,Excellent,Compost,500,Maintain soil organic matter.
30.77,79.23,60,6.76,0.61,0.99,339,58,297,9.69,1.44,7.66,Red,Rice,96,Excellent,Compost,500,Maintain soil organic matter.
37.26,71.93,36,7.61,0.93,0.82,275,19,177,28.21,2.4,4.24,Laterite,Sugarcane,62,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
25.01,82.88,34,8.26,1.63,0.35,122,18,66,20.65,2.28,2.77,Clay,Sugarcane,21,Poor,Urea,150,Improve deficient nutrients.
26.95,94.76,59,6.36,0.36,1.01,320,32,249,17.63,1.72,2.07,Loamy,Groundnut,82,Excellent,Compost,500,Maintain soil organic matter.
20.11,55.82,37,7.63,0.53,0.72,184,24,180,23.69,1.57,9.13,Laterite,Maize,71,Healthy,DAP,100,Correct moderate nutrient imbalance.
23.98,89.91,43,5.82,0.94,0.75,196,32,161,14.17,2.28,8.53,Sandy,Soybean,73,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
36.02,75.48,22,8.05,2.4,0.4,134,18,110,16.9,1.1,9.47,Silty,Sugarcane,54,Poor,MOP,150,Improve deficient nutrients.
27.39,59.33,66,6.95,0.56,1.38,324,34,278,8.53,2.14,6.37,Red,Tomato,94,Excellent,Compost,500,Maintain soil organic matter.
32.66,47.76,31,5.34,1.88,0.43,148,5,115,28.98,0.38,6.05,Red,Millet,57,Poor,Vermicompost,150,Improve deficient nutrients.
38.56,74.99,38,8.1,2.21,0.43,133,12,68,20.17,0.7,7.04,Sandy,Potato,23,Poor,Urea,150,Improve deficient nutrients.
34.81,54.4,55,7.01,0.45,0.97,343,27,300,18.08,2.11,2.1,Black,Soybean,99,Excellent,Compost,500,Maintain soil organic matter.
37.45,56.34,40,4.61,1.84,0.37,54,7,77,22.09,2.12,6.54,Silty,Groundnut,20,Poor,NPK 10-26-26,150,Improve deficient nutrients.
33.05,50.91,34,4.98,2.79,0.18,110,14,45,9.33,1.23,2.94,Clay,Sugarcane,21,Poor,MOP,150,Improve deficient nutrients.
25.53,62.26,49,5.89,1.46,0.86,218,24,174,19.27,2.4,8.61,Clay,Millet,78,Healthy,DAP,100,Correct moderate nutrient imbalance.
28.62,87.62,55,7.19,0.92,0.9,299,56,272,21.68,0.57,4.35,Laterite,Cotton,83,Excellent,Compost,500,Maintain soil organic matter.
25.34,72.85,46,6.52,0.85,0.61,183,29,193,6.01,1.22,4.26,Clay,Millet,79,Healthy,DAP,100,Correct moderate nutrient imbalance.
24.05,92.03,24,5.35,2.21,0.23,77,7,85,6.22,1.72,7.85,Red,Wheat,49,Poor,DAP,150,Improve deficient nutrients.
35.06,75.83,54,5.9,1.01,0.78,209,26,155,9.51,0.48,5.2,Red,Sugarcane,74,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
34.25,49.8,68,6.56,0.29,1.29,396,48,221,28.94,0.5,5.23,Clay,Tomato,97,Excellent,Compost,500,Maintain soil organic matter.
30.21,86.9,60,5.92,0.82,0.69,180,29,165,10.1,0.42,4.18,Loamy,Wheat,77,Healthy,DAP,100,Correct moderate nutrient imbalance.
38.31,79.84,59,6.85,0.73,0.63,265,18,151,17.83,0.97,2.84,Clay,Wheat,66,Healthy,DAP,100,Correct moderate nutrient imbalance.
31.46,46.17,31,4.61,1.92,0.46,107,9,115,27.24,0.51,4.59,Red,Groundnut,21,Poor,Urea,150,Improve deficient nutrients.
23.9,59.7,55,7.04,0.61,1.48,303,46,216,21.71,0.51,9.66,Black,Maize,98,Excellent,Compost,500,Maintain soil organic matter.
28.12,77.36,36,6.58,0.56,0.75,290,29,182,10.79,2.11,7.3,Sandy,Wheat,69,Healthy,DAP,100,Correct moderate nutrient imbalance.
29.88,54.38,43,6.99,1.33,0.79,285,26,191,21.46,1.65,4.01,Red,Soybean,76,Healthy,DAP,100,Correct moderate nutrient imbalance.
34.3,89.02,40,8.93,2.06,0.46,123,14,61,15.18,2.48,9.54,Laterite,Rice,48,Poor,DAP,150,Improve deficient nutrients.
24.38,49.86,46,6.79,0.58,0.55,262,15,131,28.04,2.39,3.51,Sandy,Rice,67,Healthy,DAP,100,Correct moderate nutrient imbalance.
32.01,78.48,49,6.55,0.59,0.99,286,44,307,9.02,1.19,2.75,Clay,Rice,100,Excellent,Compost,500,Maintain soil organic matter.
38.2,80.47,31,4.66,2.04,0.47,129,11,102,18.03,1.98,7.44,Laterite,Cotton,44,Poor,NPK 10-26-26,150,Improve deficient nutrients.
20.16,63.02,65,6.89,0.26,0.89,374,37,186,28.73,1.97,5.81,Silty,Maize,96,Excellent,Compost,500,Maintain soil organic matter.
27.72,50.07,23,8.36,2.79,0.41,180,14,120,24.03,0.79,9.49,Loamy,Millet,40,Poor,NPK 10-26-26,150,Improve deficient nutrients.
23.41,80.71,28,5.29,2.82,0.2,95,14,120,8.46,1.99,5.54,Sandy,Maize,56,Poor,DAP,150,Improve deficient nutrients.
32.53,68.9,21,8.41,2.42,0.29,69,14,115,14.4,1.57,7.47,Sandy,Sugarcane,44,Poor,NPK 10-26-26,150,Improve deficient nutrients.
26.1,67.63,63,6.43,0.4,1.44,298,43,229,13.75,0.34,4.43,Laterite,Millet,88,Excellent,Compost,500,Maintain soil organic matter.
35.48,86.07,35,8.75,1.5,0.37,116,16,96,29.22,1.71,4.53,Silty,Tomato,29,Poor,Vermicompost,150,Improve deficient nutrients.
23.94,64.98,42,6.26,0.81,0.57,207,35,139,6.6,1.5,8.61,Red,Cotton,60,Healthy,DAP,100,Correct moderate nutrient imbalance.
29.51,77.0,31,8.2,1.7,0.15,99,13,69,25.05,1.73,4.01,Black,Tomato,23,Poor,Urea,150,Improve deficient nutrients.
30.76,73.17,23,5.4,1.6,0.39,174,5,82,17.53,2.09,2.69,Red,Soybean,37,Poor,Vermicompost,150,Improve deficient nutrients.
29.75,48.04,47,7.54,1.11,0.53,195,28,171,8.85,1.05,4.75,Clay,Groundnut,66,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
39.63,90.98,64,6.84,0.72,0.93,398,59,262,11.88,0.24,7.43,Silty,Cotton,83,Excellent,Compost,500,Maintain soil organic matter.
24.63,36.58,16,4.68,2.88,0.11,44,13,111,27.35,1.24,3.5,Loamy,Sugarcane,41,Poor,NPK 10-26-26,150,Improve deficient nutrients.
19.63,83.51,46,6.86,0.79,1.35,393,55,205,24.29,0.29,3.12,Clay,Soybean,92,Excellent,Compost,500,Maintain soil organic matter.
24.59,60.95,65,6.23,0.2,1.04,368,52,317,18.87,1.18,5.92,Loamy,Soybean,86,Excellent,Compost,500,Maintain soil organic matter.
38.95,61.72,51,6.84,0.48,1.44,301,57,309,24.75,1.27,2.95,Sandy,Soybean,89,Excellent,Compost,500,Maintain soil organic matter.
31.95,66.22,45,6.86,1.34,0.82,300,27,204,24.77,0.41,4.85,Clay,Soybean,68,Healthy,DAP,100,Correct moderate nutrient imbalance.
19.62,82.48,30,8.96,1.98,0.42,87,7,49,10.45,0.52,8.74,Red,Millet,36,Poor,DAP,150,Improve deficient nutrients.
21.8,83.5,57,7.23,0.9,0.56,237,28,160,24.42,1.27,6.32,Black,Groundnut,73,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
31.58,82.48,46,6.47,0.81,0.87,315,36,244,25.32,1.87,3.13,Clay,Cotton,94,Excellent,Compost,500,Maintain soil organic matter.
35.8,65.03,63,6.22,0.53,1.23,386,33,195,20.61,1.52,4.58,Red,Cotton,89,Excellent,Compost,500,Maintain soil organic matter.
35.44,37.87,60,6.62,0.31,1.11,291,29,320,19.88,1.65,9.99,Sandy,Groundnut,87,Excellent,Compost,500,Maintain soil organic matter.
28.52,70.53,16,8.5,2.89,0.32,128,17,116,13.63,2.06,8.35,Sandy,Sugarcane,32,Poor,NPK 10-26-26,150,Improve deficient nutrients.
30.38,91.56,64,6.57,0.76,0.93,356,54,294,16.1,2.14,2.83,Silty,Millet,80,Excellent,Compost,500,Maintain soil organic matter.
19.38,71.19,38,6.16,1.11,0.75,243,15,198,29.55,1.06,4.27,Black,Rice,75,Healthy,DAP,100,Correct moderate nutrient imbalance.
32.59,37.8,44,7.4,0.88,0.54,239,26,208,16.76,1.72,7.85,Laterite,Maize,73,Healthy,DAP,100,Correct moderate nutrient imbalance.
21.41,58.47,46,7.11,0.9,1.27,373,55,250,10.4,0.97,3.04,Clay,Millet,91,Excellent,Compost,500,Maintain soil organic matter.
33.52,53.75,21,4.59,2.52,0.31,71,10,43,11.54,1.24,3.88,Laterite,Tomato,35,Poor,DAP,150,Improve deficient nutrients.
18.67,40.14,65,6.95,0.34,0.98,395,34,293,17.44,1.82,4.15,Loamy,Cotton,88,Excellent,Compost,500,Maintain soil organic matter.
22.3,33.64,57,7.04,0.54,0.9,399,57,273,27.7,0.48,8.35,Silty,Maize,100,Excellent,Compost,500,Maintain soil organic matter.
37.61,32.37,47,6.76,1.43,0.53,261,34,209,26.65,0.79,3.55,Loamy,Soybean,73,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
33.01,68.83,15,8.3,2.39,0.35,68,14,62,6.05,1.74,8.66,Clay,Millet,24,Poor,Urea,150,Improve deficient nutrients.
26.83,88.0,20,8.04,2.25,0.32,85,9,55,5.64,0.44,9.29,Sandy,Wheat,24,Poor,NPK 10-26-26,150,Improve deficient nutrients.
30.21,78.59,48,6.96,0.66,1.19,300,42,231,25.09,2.1,6.73,Sandy,Potato,91,Excellent,Compost,500,Maintain soil organic matter.
38.64,61.15,58,5.85,0.98,0.77,231,33,201,16.88,1.1,2.32,Black,Cotton,77,Healthy,DAP,100,Correct moderate nutrient imbalance.
33.07,94.75,47,6.79,0.8,0.85,359,57,275,16.58,1.27,6.47,Sandy,Sugarcane,80,Excellent,Compost,500,Maintain soil organic matter.
32.76,88.31,16,8.66,2.42,0.24,94,17,103,8.19,0.86,6.13,Black,Rice,49,Poor,NPK 10-26-26,150,Improve deficient nutrients.
36.56,52.69,49,7.16,0.98,0.63,280,35,127,5.6,1.05,3.0,Silty,Groundnut,74,Healthy,DAP,100,Correct moderate nutrient imbalance.
24.39,67.72,32,4.83,2.5,0.33,116,5,48,5.17,0.35,5.9,Red,Tomato,43,Poor,NPK 10-26-26,150,Improve deficient nutrients.
21.19,72.9,42,5.87,1.12,0.56,246,35,192,11.7,1.84,2.86,Laterite,Rice,73,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
37.59,89.51,37,6.76,1.41,0.7,190,18,185,19.23,1.33,6.19,Clay,Rice,67,Healthy,DAP,100,Correct moderate nutrient imbalance.
37.02,41.43,70,6.78,0.21,1.37,414,54,272,26.52,0.39,4.67,Black,Wheat,83,Excellent,Compost,500,Maintain soil organic matter.
38.86,59.54,31,8.04,1.7,0.32,44,15,98,11.0,0.59,6.72,Red,Soybean,21,Poor,MOP,150,Improve deficient nutrients.
20.22,64.14,32,5.05,1.75,0.28,92,8,57,17.09,0.4,6.87,Red,Cotton,43,Poor,Vermicompost,150,Improve deficient nutrients.
34.06,33.03,52,7.25,0.56,0.72,191,33,192,28.86,1.6,8.67,Laterite,Millet,73,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
33.72,80.53,55,7.1,0.24,1.26,406,25,315,12.12,2.36,4.22,Laterite,Soybean,94,Excellent,Compost,500,Maintain soil organic matter.
25.86,80.98,19,4.94,2.04,0.49,166,15,110,17.03,2.13,8.61,Loamy,Sugarcane,45,Poor,MOP,150,Improve deficient nutrients.
32.49,59.48,28,8.51,2.1,0.25,170,5,109,13.15,2.5,7.31,Laterite,Millet,56,Poor,DAP,150,Improve deficient nutrients.
33.96,87.84,33,5.02,1.6,0.12,168,15,43,26.01,1.75,9.83,Loamy,Sugarcane,40,Poor,Vermicompost,150,Improve deficient nutrients.
31.68,87.03,40,6.78,1.43,0.72,213,27,136,7.13,2.4,8.28,Red,Wheat,66,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
22.98,73.86,38,6.96,1.08,0.73,263,35,161,29.7,1.74,7.99,Clay,Wheat,74,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
19.01,90.86,16,8.62,2.87,0.33,148,10,88,14.93,2.07,2.95,Sandy,Soybean,22,Poor,Urea,150,Improve deficient nutrients.
36.71,85.36,61,6.83,0.44,1.41,374,28,302,10.99,2.49,2.95,Laterite,Rice,100,Excellent,Compost,500,Maintain soil organic matter.
30.08,65.09,54,6.73,0.51,1.47,285,27,189,27.01,1.77,3.03,Silty,Cotton,80,Excellent,Compost,500,Maintain soil organic matter.
21.07,83.32,46,6.38,0.98,1.09,356,59,242,18.21,1.46,4.93,Silty,Potato,85,Excellent,Compost,500,Maintain soil organic matter.
28.73,76.33,33,8.47,1.78,0.23,78,12,72,9.03,1.54,6.12,Sandy,Rice,26,Poor,Urea,150,Improve deficient nutrients.
30.22,91.21,60,6.86,0.86,0.93,409,36,184,26.48,2.06,5.48,Silty,Tomato,99,Excellent,Compost,500,Maintain soil organic matter.
20.76,40.54,38,6.7,0.92,0.66,287,22,217,25.25,1.8,9.7,Silty,Tomato,60,Healthy,DAP,100,Correct moderate nutrient imbalance.
21.24,48.45,16,8.4,1.81,0.39,113,5,93,28.47,2.46,7.03,Sandy,Rice,52,Poor,Urea,150,Improve deficient nutrients.
22.13,80.32,38,5.1,1.54,0.24,108,11,94,14.44,0.22,6.07,Silty,Soybean,36,Poor,DAP,150,Improve deficient nutrients.
18.99,54.36,47,6.81,0.3,1.49,341,35,229,23.18,0.36,9.3,Clay,Cotton,80,Excellent,Compost,500,Maintain soil organic matter.
36.99,32.87,30,8.11,2.18,0.13,107,18,83,29.52,1.43,5.63,Laterite,Sugarcane,56,Poor,Vermicompost,150,Improve deficient nutrients.
28.66,47.14,58,7.12,0.62,0.8,412,30,251,23.11,0.71,7.17,Silty,Soybean,85,Excellent,Compost,500,Maintain soil organic matter.
37.06,33.57,46,6.21,0.82,1.37,347,45,211,5.41,0.23,4.88,Sandy,Groundnut,98,Excellent,Compost,500,Maintain soil organic matter.
27.57,64.12,60,7.38,0.62,0.72,246,22,188,11.83,1.16,7.51,Silty,Maize,75,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
22.7,89.53,36,8.8,2.47,0.14,73,5,88,6.34,2.28,5.28,Red,Wheat,29,Poor,DAP,150,Improve deficient nutrients.
26.09,91.74,45,5.84,0.86,0.9,236,15,134,22.09,0.89,7.26,Black,Millet,64,Healthy,DAP,100,Correct moderate nutrient imbalance.
28.72,60.4,55,7.28,1.1,0.68,210,23,155,15.54,0.96,8.2,Red,Soybean,76,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
24.01,94.13,36,7.39,1.41,0.75,215,23,180,27.48,2.47,4.62,Loamy,Potato,60,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
31.53,59.06,16,8.56,1.76,0.14,57,8,111,13.7,0.55,9.62,Loamy,Potato,25,Poor,MOP,150,Improve deficient nutrients.
20.88,58.61,53,7.46,1.08,0.8,255,31,208,10.7,2.17,4.97,Sandy,Tomato,66,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
37.92,82.43,63,6.87,0.56,1.38,388,47,195,17.46,2.1,5.08,Loamy,Millet,82,Excellent,Compost,500,Maintain soil organic matter.
28.75,78.5,46,7.09,0.93,1.44,318,54,260,12.83,2.27,4.47,Silty,Wheat,94,Excellent,Compost,500,Maintain soil organic matter.
22.63,64.64,38,6.03,1.12,0.62,251,28,179,29.59,1.55,9.83,Loamy,Millet,72,Healthy,NPK 19-19-19,100,Correct moderate nutrient imbalance.
38.51,49.91,46,7.78,1.46,0.71,192,23,150,21.07,1.17,2.54,Loamy,Tomato,66,Healthy,DAP,100,Correct moderate nutrient imbalance.
